Havza;Kocaoðlu;155843
Havza;Kocapýnar;153254
Havza;Küflek;155355
Havza;Kuþkonaðý;155063
Havza;Medrese;153537
Havza;Memduhiye;155285
Havza;Meryemdere;153404
Havza;Mesudiye;151388
Havza;Mýsmýlaðaç;153093
Havza;Mürsel;154036
Havza;Orhaniye;154098
Havza;Ortaklar;136660
Havza;Paþapýnar;157355
Havza;Pýnarçayýr;157558
Havza;Þerifali;154721
Havza;Þeyhali;153894
Havza;Þeyhkoyun;135216
Havza;Þeyhler;153744
Havza;Þeyhsafi;151410
Havza;Sivrikese;155736
Havza;Sofular;157366
Havza;Taþkaracaören;154071
Havza;Tekke;153785
Havza;Tuzla;152306
Havza;Uluçal;153489
Havza;Yaðcýmahmut;151355
Havza;Yaylaçatý;153283
Havza;Yazýkýþla;154485
Havza;Yeni;157356
Havza;Yenice;154115
Havza;Yenimescit;154048
Havza;Yeþilalan;153754
Havza;Yukarýsusuz;153448
Havza;Yukarýyavucuk;153818
Ýlkadým;19 mayýs;123540
Ýlkadým;19 mayýs (ký);125173
Ýlkadým;Ahulu;181074
Ýlkadým;Akgöl;203795
Ýlkadým;Aþaðý avdan;123548
Ýlkadým;Badýrlý;123549
Ýlkadým;Baruthane;181046
Ýlkadým;Bilmece;123550
Ýlkadým;Çanakçý;123554
Ýlkadým;Çandýr;123551
Ýlkadým;Çatalarmut;123556
Ýlkadým;Cedit;123541
Ýlkadým;Cedit (ký);125179
Ýlkadým;Çelikalan;123553
Ýlkadým;Çivril;123555
Ýlkadým;Derebahçe;123568
Ýlkadým;Derecik;123604
Ýlkadým;Fuar;123539
Ýlkadým;Gürgendað;123559
Ýlkadým;Hançerli;123547
Ýlkadým;Hançerli (ký);125181
Ýlkadým;Ýlyasköy;123537
Ýlkadým;Ýlyasköy (ký);125182
Ýlkadým;Ýstasyon;123572
Ýlkadým;Kadamut;123557
Ýlkadým;Kale;123538
Ýlkadým;Kale (ký);125183
Ýlkadým;Kalkancý;123560
Ýlkadým;Kalkancý (ký);125184
Ýlkadým;Kapaklý;123563
Ýlkadým;Kavacýk;123561
Ýlkadým;Kýlýçdede;123567
Ýlkadým;Kýran;123564
Ýlkadým;Kökcüoðlu;123546
Ýlkadým;Kökcüoðlu (ký);125185
Ýlkadým;Kuþculu;123562
Ýlkadým;Pazar;123543
Ýlkadým;Pazar (ký);125186
Ýlkadým;Saitbey;123544
Ýlkadým;Saitbey (ký);125187
Ýlkadým;Selahiye;123542
Ýlkadým;Selahiye (ký);125188
Ýlkadým;Tepecik;123574
Ýlkadým;Toybelen;123606
Ýlkadým;Ulugazi;123545
Ýlkadým;Ulugazi (ký);125189
Ýlkadým;Uzgur;123565
Ýlkadým;Yeþiltepe;123552
Ýlkadým;Yukarý avdan;123566
Kavak;Aðcakise;153608
Kavak;Ahýrlý;154858
Kavak;Akbelen;153012
Kavak;Alaçam;153624
Kavak;Alagömlek;151602
Kavak;Artýklý;151422
Kavak;Aþaðýçiriþli;133923
Kavak;Azaklý;153906
Kavak;Baþalan;153044
Kavak;Bayýndýr;154859
Kavak;Bayraklý;152680
Kavak;Bekdemir;153079
Kavak;Belalan;153405
Kavak;Beybesli;153964
Kavak;Beyköy;157367
Kavak;Boðaziçi;155664
Kavak;Bükceðiz;153031
Kavak;Büyükçukur;155292
Kavak;Çakallý;153965
Kavak;Çalbaþý;152984
Kavak;Çarýklýbaþý;154977
Kavak;Çataltepe;157192
Kavak;Çayýrlý;150032
Kavak;Celallý;151952
Kavak;Çiçekyazý;155556
Kavak;Çiðdem;154234
Kavak;Çivril;157315
Kavak;Çukurbük;154246
Kavak;Deðirmencili;151603
Kavak;Demirci;153493
Kavak;Dereköy;151604
Kavak;Divanbaþý;153885
Kavak;Duman;157562
Kavak;Dura;153433
Kavak;Emirli;155762
